_id,公司名称,产品名称,产品类别,设计类型,产品特殊属性,承保方式,保险期间类型,产品交费方式,产品条款文字编码,产品销售状态,停止销售日期,PDF文件
5b531445f1ad32a783dfbb88,国泰人寿保险有限责任公司,国泰附加珍爱女性定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,女性专属产品,个人,长期（超过一年或含有保证续保条款）,分期交费,国泰人寿[2009]医疗保险075号,停用,2012-05-24,http://www.iachina.cn/IC/tkk/03/c93899d3-4985-434f-b66d-aed70615c907_TERMS.PDF
5b531445f1ad32a783dfbb89,国泰人寿保险有限责任公司,国泰附加珍爱女性定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,女性专属产品,个人,长期（超过一年或含有保证续保条款）,分期交费,国泰人寿[2012]医疗保险002号,停用,2012-09-07,http://www.iachina.cn/IC/tkk/03/af74dc07-65c9-482c-8b43-bd9c5b959de5_TERMS.PDF
5b531445f1ad32a783dfbb8a,国泰人寿保险有限责任公司,国泰附加康健住院定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费一次性交费兼有,国泰人寿[2009]医疗保险015号,停用,2012-09-07,http://www.iachina.cn/IC/tkk/03/e98a2b4c-40d9-4143-89eb-4932e4f2869b_TERMS.PDF
5b531445f1ad32a783dfbb8b,国泰人寿保险有限责任公司,国泰附加珍爱女性定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,女性专属产品,个人,长期（超过一年或含有保证续保条款）,分期交费,国泰人寿[2009]医疗保险017号,停用,2009-11-30,http://www.iachina.cn/IC/tkk/03/a0236c55-051f-475d-9252-00c53510e4ce_TERMS.PDF
5b531445f1ad32a783dfbb8c,陆家嘴国泰人寿保险有限责任公司,国泰附加团体意外住院定额给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,国泰人寿[2009]医疗保险054号,停售,2018-06-05,http://www.iachina.cn/IC/tkk/03/9cf998a5-b4c6-4a4d-975f-6e69552a029e_TERMS.PDF
5b531445f1ad32a783dfbb8d,陆家嘴国泰人寿保险有限责任公司,国泰附加全心保手术定额给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,国泰人寿[2010]医疗保险020号,停售,2018-06-01,http://www.iachina.cn/IC/tkk/03/90f19620-5626-4d61-a302-d4802b95016e_TERMS.PDF
5b531445f1ad32a783dfbb8e,陆家嘴国泰人寿保险有限责任公司,国泰团体手术定额给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,国泰人寿[2012]医疗保险003号,停售,2018-06-01,http://www.iachina.cn/IC/tkk/03/85ebd4ff-ff9f-40c1-9caf-8ed6d044c09c_TERMS.PDF
5b531445f1ad32a783dfbb8f,国泰人寿保险有限责任公司,国泰附加安心保住院定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,国泰人寿[2010]医疗保险002号,停用,2012-09-07,http://www.iachina.cn/IC/tkk/03/2b77eec1-faf3-47c7-9d41-33321f0e6c49_TERMS.PDF
5b531445f1ad32a783dfbb90,陆家嘴国泰人寿保险有限责任公司,国泰团体住院定额给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,国泰人寿[2009]医疗保险012号,停售,2018-06-05,http://www.iachina.cn/IC/tkk/03/37ba5ad5-b25a-4c42-aabc-0507ae48880f_TERMS.PDF
5b531445f1ad32a783dfbb91,陆家嘴国泰人寿保险有限责任公司,国泰附加关怀一生医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,国泰人寿[2009]医疗保险007号,停售,2018-06-05,http://www.iachina.cn/IC/tkk/03/b872949a-23ad-4710-a9c4-31b35553ab82_TERMS.PDF
5b531445f1ad32a783dfbb92,国泰人寿保险有限责任公司,国泰附加学生幼儿意外伤害住院日额医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,学生平安保险,个人,短期（一年及一年以下）,一次性交费,国泰人寿[2009]医疗保险040号,停用,2014-01-24,http://www.iachina.cn/IC/tkk/03/26d8b51d-4a98-4e81-b3de-be3ff69e00c9_TERMS.PDF
5b531445f1ad32a783dfbb93,陆家嘴国泰人寿保险有限责任公司,国泰附加康健住院定额给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费一次性交费兼有,国泰人寿[2012]医疗保险018号,停售,2018-06-01,http://www.iachina.cn/IC/tkk/03/b8ffe65d-18ab-41e0-82c4-368e68021a43_TERMS.PDF
5b531445f1ad32a783dfbb94,陆家嘴国泰人寿保险有限责任公司,国泰附加安宜意外住院定额给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费一次性交费兼有,国泰人寿[2012]医疗保险017号,停售,2018-06-01,http://www.iachina.cn/IC/tkk/03/99f0df3b-1ddf-4076-811b-2de5f381194c_TERMS.PDF
5b531445f1ad32a783dfbb95,陆家嘴国泰人寿保险有限责任公司,国泰附加安心保住院定额给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,国泰人寿[2012]医疗保险010号,停售,2018-06-01,http://www.iachina.cn/IC/tkk/03/4d181326-c203-49a7-9407-2ce82b3d7bf0_TERMS.PDF
5b531445f1ad32a783dfbb96,陆家嘴国泰人寿保险有限责任公司,国泰附加珍爱女性定额给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,女性专属产品,个人,长期（超过一年或含有保证续保条款）,分期交费,国泰人寿[2012]医疗保险021号,停售,2018-06-01,http://www.iachina.cn/IC/tkk/03/e0763af4-3026-4f6e-861b-d817f5a843ab_TERMS.PDF
5b531445f1ad32a783dfbb97,汇丰人寿保险有限公司,汇丰附加团住院补贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,汇丰人寿[2010]定额给付型医疗保险114号-2,停用,2011-04-27,http://www.iachina.cn/IC/tkk/03/94b622f5-7245-4605-972e-3fa3a9fde30b_TERMS.PDF
5b531445f1ad32a783dfbb98,信泰人寿保险股份有限公司,信泰附加爱驾宝意外住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费一次性交费兼有,信泰人寿[2012]医疗保险032号,停售,2018-03-09,http://www.iachina.cn/IC/tkk/03/d6642367-36d2-4f78-90be-540c396c16a0_TERMS.PDF
5b531445f1ad32a783dfbb99,汇丰人寿保险有限公司,汇丰附加安盈住院补贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,汇丰人寿[2009]定额给付型医疗保险091号-6,停售,2017-04-25,http://www.iachina.cn/IC/tkk/03/23e64af7-6cf6-4e66-86c5-d070e60ef6f1_TERMS.PDF
5b531445f1ad32a783dfbb9a,国泰人寿保险有限责任公司,国泰附加全心保手术定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,国泰人寿[2010]医疗保险007号,停用,2010-10-27,http://www.iachina.cn/IC/tkk/03/22f92d2d-9c00-438a-9d06-32e2c585654b_TERMS.PDF
5b531445f1ad32a783dfbb9b,国泰人寿保险有限责任公司,国泰团体手术定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,国泰人寿[2009]医疗保险065号,停用,2012-07-24,http://www.iachina.cn/IC/tkk/03/1c28b0da-3841-44d3-9732-935b05addc6f_TERMS.PDF
5b531445f1ad32a783dfbb9c,信泰人寿保险股份有限公司,信泰附加意外住院津贴医疗保险A款,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信泰人寿[2012]医疗保险007号,停售,2017-08-28,http://www.iachina.cn/IC/tkk/03/a7fc3ba5-cd85-46d1-a14c-2f2b74c51565_TERMS.PDF
5b531445f1ad32a783dfbb9d,信泰人寿保险股份有限公司,信泰附加意外住院津贴医疗保险B款,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信泰人寿[2012]医疗保险037号,停售,2017-08-28,http://www.iachina.cn/IC/tkk/03/a08d6a20-ee89-45af-9bcc-36bc2ffca5df_TERMS.PDF
5b531445f1ad32a783dfbb9e,信泰人寿保险股份有限公司,信泰附加住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信泰人寿[2012]医疗保险040号,停售,2017-08-28,http://www.iachina.cn/IC/tkk/03/45f08c23-c5c5-4c1d-871b-e4267f575e3d_TERMS.PDF
5b531445f1ad32a783dfbb9f,信泰人寿保险股份有限公司,信泰附加学生儿童疾病住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,学生平安保险,个人,短期（一年及一年以下）,分期交费一次性交费兼有,信泰人寿[2012]医疗保险018号,停售,2017-08-15,http://www.iachina.cn/IC/tkk/03/41cb49c7-c7d8-4527-b591-3153e5a442bf_TERMS.PDF
5b531445f1ad32a783dfbba0,信泰人寿保险股份有限公司,信泰附加学生儿童意外住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,学生平安保险,个人,短期（一年及一年以下）,分期交费一次性交费兼有,信泰人寿[2012]医疗保险021号,停售,2017-08-15,http://www.iachina.cn/IC/tkk/03/3b35556d-1d70-494f-a6fc-b8cfe90433f8_TERMS.PDF
5b531445f1ad32a783dfbba1,信泰人寿保险股份有限公司,信泰附加爱驾宝意外住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费一次性交费兼有,信泰人寿[2012]医疗保险027号,停售,2018-03-09,http://www.iachina.cn/IC/tkk/03/243f82db-cf19-4967-99a8-6f9bb84c7c86_TERMS.PDF
5b531445f1ad32a783dfbba2,信泰人寿保险股份有限公司,信泰附加爱驾宝意外住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费一次性交费兼有,信泰人寿[2012]医疗保险012号,停售,2018-03-09,http://www.iachina.cn/IC/tkk/03/362f79b0-5646-46cf-b723-cc35e52299fe_TERMS.PDF
5b531445f1ad32a783dfbba4,信泰人寿保险股份有限公司,信泰附加世纪星辰重大疾病住院医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信泰人寿[2009]医疗保险060号,停售,2017-08-28,http://www.iachina.cn/IC/tkk/03/1a99ab26-38dc-4056-8b15-a1f92e478d7b_TERMS.PDF
5b531445f1ad32a783dfbba5,汇丰人寿保险有限公司,汇丰附加团住院补贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,汇丰人寿[2011]定额给付型医疗保险033号-5,在售, ,http://www.iachina.cn/IC/tkk/03/9c108106-3051-4851-82c0-acbbf2211cfb_TERMS.PDF
5b531445f1ad32a783dfbba6,信泰人寿保险股份有限公司,信泰附加意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信泰人寿[2009]医疗保险015号,停售,2010-08-01,http://www.iachina.cn/IC/tkk/03/fdbb7411-de63-4cbf-a5fa-5b8b03c77962_TERMS.PDF
5b531445f1ad32a783dfbba7,信泰人寿保险股份有限公司,信泰附加住院津贴团体医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,信泰人寿[2009]医疗保险026号,停售,2017-08-29,http://www.iachina.cn/IC/tkk/03/da013e73-459f-4ec1-8589-708cd0e579fd_TERMS.PDF
5b531445f1ad32a783dfbbaa,信泰人寿保险股份有限公司,信泰附加世纪星辰手术医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信泰人寿[2009]医疗保险061号,停售,2017-08-28,http://www.iachina.cn/IC/tkk/03/366b56e1-50c4-4211-bc02-bd3a86bca642_TERMS.PDF
5b531445f1ad32a783dfbbac,信泰人寿保险股份有限公司,信泰附加世纪星辰重大疾病住院医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信泰人寿[2013]医疗保险033号,停售,2017-08-28,http://www.iachina.cn/IC/tkk/03/e3185b9a-3f75-4dc4-b013-7511b530a8bc_TERMS.PDF
5b531445f1ad32a783dfbbad,信泰人寿保险股份有限公司,信泰附加意外住院津贴医疗保险B款,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信泰人寿[2013]医疗保险035号,停售,2017-08-28,http://www.iachina.cn/IC/tkk/03/bca6f3f1-911f-4f00-b1c9-ea4d129a6fb5_TERMS.PDF
5b531445f1ad32a783dfbbaf,信泰人寿保险股份有限公司,信泰附加意外住院津贴团体医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,信泰人寿[2009]医疗保险014号,停售,2017-08-29,http://www.iachina.cn/IC/tkk/03/cd82309a-b026-448b-ae67-2321ebd31806_TERMS.PDF
5b531445f1ad32a783dfbbb0,信泰人寿保险股份有限公司,信泰附加世纪星辰器官移植医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信泰人寿[2013]医疗保险031号,停售,2017-08-28,http://www.iachina.cn/IC/tkk/03/18f625b6-bef9-4aca-848d-0f72fa983f44_TERMS.PDF
5b531445f1ad32a783dfbbb2,信诚人寿保险有限公司,信诚附加至尊「悦・享」老年住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,信诚人寿[2014]医疗保险011号,在售, ,http://www.iachina.cn/IC/tkk/03/89f64dfc-c974-4543-bc94-5f6e056197db_TERMS.PDF
5b531445f1ad32a783dfbbb3,交银康联人寿保险有限公司,交银康联附加团体交银学生校园意外手术医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,学生平安保险,团体,短期（一年及一年以下）,一次性交费,交银康联[2014]医疗保险015号,停售,2017-03-15,http://www.iachina.cn/IC/tkk/03/f04db7d3-ffcf-4cad-a53b-35734905e443_TERMS.PDF
5b531445f1ad32a783dfbbb4,信诚人寿保险有限公司,信诚附加境外旅行住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信诚人寿[2014]医疗保险021号,在售, ,http://www.iachina.cn/IC/tkk/03/36a8d7c2-7d1e-426b-85fe-827604733d52_TERMS.PDF
5b531445f1ad32a783dfbbb5,合众人寿保险股份有限公司,合众附加住院定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,合众人寿（2009）医疗保险045号,在售, ,http://www.iachina.cn/IC/tkk/03/a4471804-1127-4e38-973e-15d23abd51bc_TERMS.PDF
5b531445f1ad32a783dfbbb6,合众人寿保险股份有限公司,合众团体附加意外伤害住院定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,合众人寿（2009）医疗保险048号,在售, ,http://www.iachina.cn/IC/tkk/03/ad7ddc23-21a7-49e7-bfff-7e63a2cf1f17_TERMS.PDF
5b531445f1ad32a783dfbbb7,合众人寿保险股份有限公司,合众团体住院定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,合众人寿（2009）医疗保险071号,在售, ,http://www.iachina.cn/IC/tkk/03/5ea5050d-daa6-4026-a007-7cf071e3700f_TERMS.PDF
5b531445f1ad32a783dfbbb8,合众人寿保险股份有限公司,合众附加安心宝住院定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,合众人寿（2010）医疗保险005号,在售, ,http://www.iachina.cn/IC/tkk/03/122cdc25-c93c-4837-816f-e362970a9aab_TERMS.PDF
5b531445f1ad32a783dfbbba,合众人寿保险股份有限公司,合众附加合家安意外伤害住院定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,合众人寿（2012）医疗保险005号,停售,2013-12-31,http://www.iachina.cn/IC/tkk/03/38dd7734-2e5b-4479-9cdf-107854f1ce02_TERMS.PDF
5b531445f1ad32a783dfbbbb,正德人寿保险股份有限公司,正德附加意外住院津贴团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,正德人寿[2009]医疗保险021号,在售, ,http://www.iachina.cn/IC/tkk/03/86d99b21-1010-4431-a55e-d7a3fa6e619c_TERMS.PDF
5b531445f1ad32a783dfbbbc,光大永明人寿保险有限公司,光大永明附加嘉福意外住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,光大永明人寿[2014]医疗保险006号,停用,2017-06-13,http://www.iachina.cn/IC/tkk/03/95fdc29e-3c29-47c7-8706-9bc423614018_TERMS.PDF
5b531445f1ad32a783dfbbbd,信泰人寿保险股份有限公司,信泰附加世纪星辰器官移植医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信泰人寿[2009]医疗保险062号,停售,2017-08-28,http://www.iachina.cn/IC/tkk/03/63a4dd04-bbfb-495d-928a-5a0854b65fab_TERMS.PDF
5b531445f1ad32a783dfbbbe,光大永明人寿保险有限公司,光大永明团体意外住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,光大永明人寿[2009]医疗保险102号,在售, ,http://www.iachina.cn/IC/tkk/03/7e47087e-21dc-4ef5-be78-471ddc0799c4_TERMS.PDF
5b531445f1ad32a783dfbbbf,合众人寿保险股份有限公司,合众附加综合意外伤害住院定额给付医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,合众人寿（2009）医疗保险060号,在售, ,http://www.iachina.cn/IC/tkk/03/57bb223a-3bc2-4ede-86d4-9f915e2a15e3_TERMS.PDF
5b531445f1ad32a783dfbbc0,信泰人寿保险股份有限公司,信泰附加定额给付型住院医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,信泰人寿[2009]医疗保险070号,停售,2017-08-28,http://www.iachina.cn/IC/tkk/03/74eebfc3-eddc-4d34-8cff-47b507c3bfee_TERMS.PDF
5b531445f1ad32a783dfbbc1,光大永明人寿保险有限公司,光大永明团体住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,光大永明人寿[2009]医疗保险104号,在售, ,http://www.iachina.cn/IC/tkk/03/4012738b-8aa5-4d68-8543-80a24df664b3_TERMS.PDF
5b531445f1ad32a783dfbbc2,和谐健康保险股份有限公司,和谐附加如意尊享住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,一次性交费,和谐健康[2013]医疗保险035号,在售, ,http://www.iachina.cn/IC/tkk/03/db69a709-50d4-4b78-8b67-733a37e88629_TERMS.PDF
5b531445f1ad32a783dfbbc3,和谐健康保险股份有限公司,和谐附加育英学生幼儿住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,学生平安保险,团体,短期（一年及一年以下）,一次性交费,灵活交费,和谐健康[2013]医疗保险027号,在售, 
5b531445f1ad32a783dfbbc4,和谐健康保险股份有限公司,和谐住院定额团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,灵活交费,和谐健康[2010]医疗保险002号,在售, 
5b531445f1ad32a783dfbbc5,和谐健康保险股份有限公司,和谐附加健康宝贝住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,少儿专属产品,个人,长期（超过一年或含有保证续保条款）,分期交费,灵活交费,和谐健康[2012]医疗保险017号,在售, 
5b531445f1ad32a783dfbbc6,和谐健康保险股份有限公司,和谐意外住院定额团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,灵活交费,和谐健康[2010]医疗保险003号,在售, 
5b531445f1ad32a783dfbbc7,和谐健康保险股份有限公司,和谐附加抗霾住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,灵活交费,和谐健康[2013]医疗保险046号,在售, 
5b531445f1ad32a783dfbbc8,和谐健康保险股份有限公司,和谐健康无忧意外住院定额津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,灵活交费,和谐健康[2012]医疗保险013号,在售, 
5b531445f1ad32a783dfbbc9,友邦保险有限公司上海分公司（代表友邦在华各分支公司）,友邦附加全心无忧意外住院给付医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,友邦保险[2014]医疗保险052号,停售,2017-04-06,http://www.iachina.cn/IC/tkk/03/67ee90af-09be-49ac-98d9-96b67dffbc46_TERMS.PDF
5b531445f1ad32a783dfbbca,建信人寿保险有限公司,附加安逸住院补贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,建信人寿[2014]医疗保险004号,在售, ,http://www.iachina.cn/IC/tkk/03/7db090b7-170a-4150-9a53-6b7b7b5a7239_TERMS.PDF
5b531445f1ad32a783dfbbcb,建信人寿保险有限公司,附加龙行乐享百万身价住院补贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费一次性交费兼有,建信人寿[2014]医疗保险007号,在售, ,http://www.iachina.cn/IC/tkk/03/08775bca-81df-4119-867c-59f2a80b0c02_TERMS.PDF
5b531445f1ad32a783dfbbcc,和谐健康保险股份有限公司,和谐无忧肝康住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,灵活交费,和谐健康[2013]医疗保险022号,在售, 
5b531445f1ad32a783dfbbcd,利安人寿保险股份有限公司,利安人寿保险股份有限公司附加意外伤害住院补贴团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,利安人寿[2011]医疗保险008号,在售, ,http://www.iachina.cn/IC/tkk/03/8fecad90-7f85-4287-8959-ecf25e233826_TERMS.PDF
5b531445f1ad32a783dfbbce,利安人寿保险股份有限公司,利安人寿保险股份有限公司附加学生幼儿住院补贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,学生平安保险,个人,短期（一年及一年以下）,一次性交费,利安人寿[2011]医疗保险023号,在售, ,http://www.iachina.cn/IC/tkk/03/8c930a6b-8be3-4084-aac6-22dd170deb37_TERMS.PDF
5b531445f1ad32a783dfbbcf,利安人寿保险股份有限公司,利安人寿保险股份有限公司附加个人意外伤害住院补贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,利安人寿[2013]医疗保险005号,在售, ,http://www.iachina.cn/IC/tkk/03/8ae4a1c0-b44e-481c-ad17-ca2b080b4086_TERMS.PDF
5b531445f1ad32a783dfbbd1,利安人寿保险股份有限公司,利安人寿保险股份有限公司附加幸福全保意外伤害住院补贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,利安人寿[2013]医疗保险013号,在售, ,http://www.iachina.cn/IC/tkk/03/7251d47b-4c20-4ec2-b420-533bffe9c60e_TERMS.PDF
5b531445f1ad32a783dfbbd2,利安人寿保险股份有限公司,利安人寿保险股份有限公司附加住院补贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,一次性交费,利安人寿[2011]医疗保险031号,在售, ,http://www.iachina.cn/IC/tkk/03/3612ccfc-344f-494d-86dd-a4d3c9c49459_TERMS.PDF
5b531445f1ad32a783dfbbd3,前海人寿保险股份有限公司,前海附加意外伤害住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,短期（一年及一年以下）,一次性交费,前海人寿[2012]医疗保险022号,在售, ,http://www.iachina.cn/IC/tkk/03/f8217222-e7b7-4601-9a19-138b19efeb4e_TERMS.PDF
5b531445f1ad32a783dfbbd4,和谐健康保险股份有限公司,和谐附加住院津贴医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,灵活交费,和谐健康[2013]医疗保险012号,在售, 
5b531445f1ad32a783dfbbd5,利安人寿保险股份有限公司,利安人寿保险股份有限公司住院补贴团体医疗保险,健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,利安人寿[2011]医疗保险027号,在售, ,http://www.iachina.cn/IC/tkk/03/c4cf1991-6107-4ce5-be49-0951613fe825_TERMS.PDF
5b531445f1ad32a783dfbbd6,前海人寿保险股份有限公司,前海附加安享无忧意外伤害住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,个人,长期（超过一年或含有保证续保条款）,分期交费,前海人寿[2013]医疗保险034号,停售,2017-04-17,http://www.iachina.cn/IC/tkk/03/b692b8d0-c239-40f1-94f0-2a7ddb922906_TERMS.PDF
5b531445f1ad32a783dfbbd7,前海人寿保险股份有限公司,前海团体住院津贴医疗保险,健康保险-非个人税收优惠型健康保险-医疗保险-定额给付型医疗保险,传统型产品,无,团体,短期（一年及一年以下）,一次性交费,前海人寿[2012]医疗保险013号,停售,2017-04-17,http://www.iachina.cn/IC/tkk/03/ae7ed48d-3bd0-4318-a811-54f1fe72e23e_TERMS.PDF
